transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,beverage_type,package,size_ml,caffeine_mg,sugar_g,is_sugar_free,is_alcoholic_flag,unit_price,unit_cost,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1475125-16641,2024-10-01,S0077,Central,Kansas City,Online,VendorD,1475125,7,Credit,V00165,SKU-V00165-DM6K,Beverages,2,0,0,9.4,0,Tonic Water,Coffee,Can,500,120,43,0,0,8.07,5.08,18,0,8.07,16.14,10.16,5.98
T1477851-16642,2024-08-12,S0019,East,Baltimore,InStore,VendorA,1477851,4,Credit,V00039, SKU-V00039-OQ11 ,Beverages,2,1,15,24.1,0,Juice,Coffee,Can,473,0,50,0,0,9.3,4.67,15,0,7.9,15.8,9.34,6.46
T1761971-16643,2024-07-21,S0105,South, DALLAS ,InStore,VendorB,1761971,6,GiftCard,V00116,SKU-V00116-2MT4,Beverages,3,0,0,2.6,1,Ginger Ale,Sports,Bottle,355,70,27,0,0,7.38,4.72,17,0,7.38,22.14,14.16,7.98
T1682683-16644,2024-08-05,S0032,South,Orlando,InStore,VendorA,1682683,11,Credit,V00224,SKU-V00224-9ZNM,Beverages,2,1,5,-1.9,0,Sparkling Water,Tea,Can,355,25,38,0,0,4.5,2.51,10,0,4.27,8.54,5.02,3.52
T1936000-16645,2024-02-27,S0055,West,Las Vegas,Pickup,LocalCoop,1936000,7,Debit,V00105,SKU-V00105-307Q,Beverages,8,1,30,14.6,0,Juice,Water,Carton,330,116,28,0,0,7.17,5.49,21,0,5.02,40.16,43.92,-3.76
T1825224-16646,2024-10-17,S0062,West,Phoenix,InStore,VendorB,1825224,8,Debit,V00115,SKU-V00242-3XLU,Beverages,4,0,0,8.3,0,Sports Drink,Tea,Bottle,355,14,0,1,0,1.36,0.98,12,0,1.36,5.44,3.92,1.52
T1883052-16647,2024-01-18,S0012,Central,Nashville,InStore,NationalSupply,1883052,11,Credit,V00188,SKU-V00188-9F0B,Beverages,1,1,5,21.3,0,Kombucha,Soda,Bottle,330,0,34,0,0,5.65,3.81,13,0,5.37,5.37,3.81,1.56
T1696629-16648,2024-10-09,S0035,East,Boston,InStore,VendorD,1696629,6,Credit,V00062,SKU-V00229-IWFT,Beverages,6,0,0,-2.1,0,Ginger Ale,Soda,Can,250,36,21,0,0,2.83,1.54,22,0,2.83,16.98,9.24,7.74
T1504946-16649,2024-02-17,S0042,Central,Nashville,InStore,VendorA,1504946,8,Debit,V00044,SKU-V00044-ADFN,Beverages,2,0,0,43.2,1,Juice,Juice,Can,1000,20,2,0,0,,2.02,13,0,3.0,6.0,4.04,1.96
T1536612-16650,2024-07-31,S0006,South,Orlando,InStore,NationalSupply,1536612,3,Credit,V00097,SKU-V00097-VKBU,Beverages,3,0,0,3.8,0,Ginger Ale,Soda,Bottle,473,0,0,1,0,8.34,5.77,9,0,8.34,25.02,17.31,7.71
T1771736-16651,2024-10-31,S0067,East,Pittsburgh,InStore,VendorC,1771736,8,GiftCard,V00111,SKU-V00111-K6GF,Beverages,4,0,0,9.9,0,Sports Drink,Juice,Carton,2000,106,0,1,0,8.92,6.64,11,0,8.92,35.68,26.56,9.12
T1652431-16652,2024-09-22,S0022,South,Houston,InStore,LocalCoop,1652431,12,MobilePay,V00152,SKU-V00152-UU0E,Beverages,3,0,0,18.6,1,Latte Bottle,Soda,Bottle,500,0,23,0,0,5.19,3.54,19,0,5.19,15.57,10.62,4.95
T1631848-16653,2024-01-29,S0008,North,Milwaukee,InStore,LocalCoop,1631848,5,Credit,V00085,SKU-V00085-KNPH,Beverages,3,0,0,13.1,0,Still Water,Juice,Bottle,2000,98,13,0,0,1.15,0.89,18,1,1.15,3.45,2.67,0.78
T1865910-16654,2024-08-25,S0023,East,New York,Pickup,VendorD,1865910,6,Credit,V00070,SKU-V00070-BJ8Y,Beverages,2,0,0,-6.2,1,Lemonade,Functional,Bottle,750,37,24,0,0,4.01,2.09,15,0,4.01,8.02,4.18,3.84
T1237328-16655,2024-02-23,S0037,Central,Kansas City,InStore,RegionalFoods,1237328,11,Cash,V00063,SKU-V00063-17HH,Beverages,1,0,0,-2.5,0,Latte Bottle,Water,Carton,1000,22,36,0,0,6.6,3.97,4,0,6.6,6.6,3.97,2.63
T1791492-16656,2024-04-14,S0069,North,Chicago,Delivery,VendorB,1791492,8,Credit,V00239,SKU-V00239-YE7V,Beverages,4,1,20,6.3,1,Cola,Coffee,Can,591,108,3,0,0,9.4,6.38,17,0,7.52,30.08,25.52,4.56
T1635484-16657,2024-08-08,S0016,South,Houston,InStore,VendorA,1635484,5,GiftCard,V00141,SKU-V00141-FEOM,Beverages,2,0,0,10.7,0,Cola,Water,Bottle,330,49,45,0,0,8.11,5.54,18,0,8.11,16.22,11.08,5.14
T1914167-16658,2024-08-02,S0008,East,New York,Pickup,VendorB,1914167,7,GiftCard,V00197,SKU-V00197-CKBP,Beverages,3,0,0,18.4,0,Iced Tea,Soda,Multi-pack,250,14,2,0,0,7.16,4.41,10,0,7.16,21.48,13.23,8.25
T1848612-16659,2024-03-02,S0067,West,San Jose,InStore,VendorC,1848612,8,Credit,V00246,SKU-V00246-Z9C4,Beverages,2,0,0,2.1,1,Cola,Tea,Bottle,500,66,58,0,0,4.37,2.73,7,0,4.37,8.74,5.46,3.28
T1157244-16660,2024-05-10,S0033,South,Atlanta,Delivery,VendorD,1157244,6,GiftCard,V00233,SKU-V00233-F8NT,Beverages,1,0,0,14.5,0,Cola,Functional,Bottle,355,112,0,1,0,1.09,0.75,14,0,1.09,1.09,0.75,0.34
T1905251-16661,2024-12-21,S0004,North,Milwaukee,InStore,VendorC,1905251,8,Credit,V00137,SKU-V00137-MMEB,Beverages,4,0,0,-2.3,1,Ginger Ale,Water,Can,750,84,67,0,0,2.38,1.8,17,0,2.38,9.52,7.2,2.32
T1130462-16662,2024-08-20,S0025,West,Las Vegas,InStore,VendorA,1130462,10,Credit,V00128,SKU-V00128-0X07,Beverages,1,0,0,-2.5,0,Cola,Coffee,Bottle,500,55,21,0,0,8.1,5.87,7,1,8.1,8.1,5.87,2.23
T1261568-16663,2024-02-07,S0036,East,Philadelphia,InStore,VendorA,1261568,3,GiftCard,V00237,SKU-V00237-P1Q5,Beverages,7,1,20,21.5,0,Still Water,Water,Bottle,591,0,5,0,0,5.57,4.11,24,0,4.46,31.22,28.77,2.45
T1756356-16664,2024-07-20,S0011,East,Pittsburgh,InStore,RegionalFoods,1756356,5,MobilePay,V00018,SKU-V00018-B1WB,Beverages,5,0,0,19.7,1,Iced Tea,Soda,Can,355,0,40,0,0,4.37,2.68,10,0,4.37,21.85,13.4,8.45
T1163930-16665,2024-04-08,S0118,West,San Diego,InStore,VendorB,1163930,6,Credit,V00217,SKU-V00217-HB04,Beverages,4,0,0,8.4,0,Energy Drink,Soda,Bottle,750,54,24,0,0,6.47,3.81,17,1,6.47,25.88,15.24,10.64
T1418522-16666,2024-02-05,S0070,West,San Jose,InStore,RegionalFoods,1418522,6,MobilePay,V00184,SKU-V00184-MAE5,Beverages,3,0,0,16.6,0,Lemonade,Energy,Bottle,330,137,13,0,0,6.49,3.84,12,0,6.49,19.47,11.52,7.95
T1102511-16667,2024-02-11,S0079,North,Minneapolis,InStore,RegionalFoods,1102511,10,Cash,V00182,SKU-V00182-58Z3,Beverages,5,0,0,14.2,1,Sparkling Water,Juice,Bottle,591,91,36,0,0,6.7,3.82,12,0,6.7,33.5,19.1,14.4
T1232595-16668,2024-04-25,S0057,West,Phoenix,InStore,VendorD,1232595,8,Credit,V00221,SKU-V00221-RMPV,Beverages,2,0,0,15.5,0,Cold Brew,Soda,Carton,500,3,30,0,0,1.43,0.86,16,0,1.43,2.86,1.72,1.14
T1873054-16669,2024-03-07,S0066,North,Detroit,Online,VendorD,1873054,5,Debit,V00224,SKU-V00224-9ZNM,Beverages,6,0,0,14.9,0,Lemonade,Coffee,Can,355,2,6,0,0,2.22,1.13,20,1,2.22,13.32,6.78,6.54
T1705418-16670,2024-10-26,S0013,East,New York,InStore,VendorB,1705418,3,MobilePay,V00165,SKU-V00165-DM6K,Beverages,3,0,0,1.8,1,Tonic Water,Soda,Bottle,500,44,15,0,0,5.74,3.38,14,0,5.74,17.22,10.14,7.08
T1594119-16671,2024-03-30,S0113,West,San Diego,Online,VendorA,1594119,7,Credit,V00186,SKU-V00186-GEPU,Beverages,2,0,0,29.9,1,Energy Drink,Functional,Bottle,1500,98,21,0,0,10.52,6.44,12,1,10.52,21.04,12.88,8.16
T1651654-16672,2024-02-18,S0066,West,San Jose,InStore,NationalSupply,1651654,11,Credit,V00110,SKU-V00110-NVB1,Beverages,5,0,0,6.3,1,Tonic Water,Soda,Carton,500,0,18,0,0,0.8,0.41,22,0,0.8,4.0,2.05,1.95
T1954220-16673,2024-10-12,S0092,North,Milwaukee,InStore,VendorB,1954220,11,Cash,V00231,SKU-V00231-09LM,Beverages,4,0,0,19.5,1,Latte Bottle,Soda,Bottle,591,95,38,0,0,5.33,3.69,13,0,5.33,21.32,14.76,6.56
T1689415-16674,2024-07-28,S0069,North,Minneapolis,InStore,VendorD,1689415,5,Credit,V00067,SKU-V00067-L30Q,Beverages,1,0,0,15.0,1,Cold Brew,Soda,Bottle,1500,81,27,0,0,4.55,2.98,17,0,4.55,4.55,2.98,1.57
T1303180-16675,2024-01-14,S0081,South,Orlando,InStore,VendorD,1303180,6,Credit,V00121,SKU-V00121-19BN,Beverages,2,0,0,5.3,1,Iced Tea,Juice,Bottle,2000,19,0,1,0,,1.56,20,0,3.01,6.02,3.12,2.9
T1197506-16676,2024-09-11,S0046,East,Philadelphia,InStore,NationalSupply,1197506,10,Credit,V00050,SKU-V00050-6FMS,Beverages,3,0,0,11.4,0,Orange Soda,Energy,Can,500,0,17,0,0,8.77,5.57,16,0,8.77,26.31,16.71,9.6
T1355825-16677,2024-04-13,S0044,South,Dallas,InStore,VendorA,1355825,2,Credit,V00057,SKU-V00057-PK2R,Beverages,2,0,0,6.9,1,Cold Brew,Tea,Can,500,0,0,1,0,5.51,3.49,15,0,5.51,11.02,6.98,4.04
T1628892-16678,2024-03-22,S0032,South,Houston,Online,VendorC,1628892,6,Credit,V00086,SKU-V00086-SR9N,Beverages,3,0,0,8.5,0,Latte Bottle,Tea,Bottle,330,13,25,0,0,0.73,0.43,19,0,0.73,2.19,1.29,0.9
T1219391-16679,2024-05-09,S0005,East,New York,InStore,LocalCoop,1219391,5,Debit,V00090,SKU-V00090-VZYM,Beverages,5,0,0,-6.8,0,Ginger Ale,Functional,Can,330,44,38,0,0,,5.52,23,1,10.12,50.6,27.6,23.0
T1585314-16680,2024-06-26,S0077,South,Charlotte,Pickup,LocalCoop,1585314,9,Cash,V00241,SKU-V00241-ZRQL,Beverages,1,0,0,-11.0,0,Lemonade,Sports,Bottle,591,52,6,0,0,1.64,0.89,13,0,1.64,1.64,0.89,0.75
T1644009-16681,2024-11-04,S0016,West,Los Angeles,InStore,LocalCoop,1644009,9,Cash,V00247,SKU-V00247-442U,Beverages,5,0,0,17.5,0,Ginger Ale,Tea,Bottle,1500,105,18,0,0,6.23,3.2,16,0,6.23,31.15,16.0,15.15
T1107124-16682,2024-08-31,S0100,South,Charlotte,InStore,VendorA,1107124,9,Cash,V00232,SKU-V00179-LTTW,Beverages,3,0,0,5.9,1,Sparkling Water,Water,Bottle,500,45,13,0,0,3.79,2.01,17,0,3.79,11.37,6.03,5.34
T1900850-16683,2024-04-23,S0102,North,Chicago,InStore,RegionalFoods,1900850,3,MobilePay,V00080,SKU-V00080-NUV3,Beverages,4,1,10,-3.3,0,Cola,Soda,Can,355,40,0,1,0,3.15,1.92,23,0,2.84,11.36,7.68,3.68
T1104453-16684,2024-02-09,S0065,South,Atlanta,InStore,VendorC,1104453,4,Cash,V00117,SKU-V00117-39C3,Beverages,2,0,0,15.7,0,Cold Brew,Soda,Multi-pack,500,111,25,0,0,1.21,0.62,15,0,1.21,2.42,1.24,1.18
T1251740-16685,2024-12-08,S0097,North,Detroit,InStore,VendorC,1251740,5,Debit,V00138,SKU-V00138-WAL1,Beverages,4,0,0,23.9,1,Sports Drink,Coffee,Bottle,355,136,30,0,0,2.06,1.33,19,0,2.06,8.24,5.32,2.92
T1066076-16686,2024-08-27,S0020,East,Philadelphia,InStore,VendorB,1066076,11,Credit,V00010,SKU-V00010-BJF9,Beverages,2,0,0,-2.7,0,Kombucha,Functional,Can,750,5,7,0,0,2.68,1.97,12,1,2.68,5.36,3.94,1.42
T1213079-16687,2024-11-13,S0068,East,Boston,InStore,VendorA,1213079,8,Cash,V00110,SKU-V00110-NVB1,Beverages,1,1,20,16.4,0,Still Water,Water,Bottle,591,26,39,0,0,6.45,3.95,16,0,5.16,5.16,3.95,1.21
T1968019-16688,2024-03-16,S0086,South,Dallas,Online,RegionalFoods,1968019,6,Debit,V00161,SKU-V00161-6OVP,Beverages,1,0,0,14.3,1,Sparkling Water,Energy,Can,591,28,20,0,0,5.67,2.94,21,0,5.67,5.67,2.94,2.73
T1310724-16689,2024-06-29,S0118,North,Columbus,Pickup,VendorA,1310724,9,Credit,V00211,SKU-V00211-40NH,Beverages,2,0,0,6.2,1,Juice,Juice,Can,330,29,31,0,0,3.19,2.26,17,0,3.19,6.38,4.52,1.86
T1067884-16690,2024-10-29,S0119,East,Philadelphia,InStore,VendorB,1067884,6,Cash,V00114,SKU-V00114-JWWS,Beverages,3,0,0,29.8,0,Ginger Ale,Juice,Can,473,116,0,1,0,-0.96,0.57,14,1,0.96,2.88,1.71,1.17
T1625619-16691,2024-12-16,S0056,East,Pittsburgh,InStore,VendorA,1625619,6,Credit,V00227,SKU-V00227-07R6,Beverages,4,1,25,11.5,0,Still Water,Water,Bottle,2000,69,0,1,0,5.78,4.42,22,0,4.34,17.36,17.68,-0.32
T1575135-16692,2024-12-30,S0118,North,Chicago,Pickup,VendorC,1575135,9,Credit,V00202, sku-v00202-oa0k ,Beverages,1,0,0,1.8,0,Tonic Water,Energy,Can,473,82,36,0,0,2.85,2.0,15,0,2.85,2.85,2.0,0.85
T1050582-16693,2024-06-06,S0004,East,Pittsburgh,Online,VendorC,1050582,8,MobilePay,V00255,SKU-V00255-O1GY,Beverages,1,1,15,1.0,0,Cold Brew,Energy,Multi-pack,591,59,41,0,0,9.71,6.14,12,0,8.25,8.25,6.14,2.11
T1069587-16694,2024-01-25,S0094,South,Atlanta,Online,VendorC,1069587,5,Debit,V00090,SKU-V00090-VZYM,Beverages,1,0,0,10.2,0,Cold Brew,Energy,Bottle,330,83,6,0,0,3.43,2.38,13,0,3.43,3.43,2.38,1.05
T1241680-16695,2024-12-01,S0089,South,Atlanta,InStore,VendorC,1241680,5,Credit,V00092,SKU-V00092-4GUZ,Beverages,2,1,10,-3.8,1,Tonic Water,Juice,Carton,591,77,0,1,0,3.92,2.23,13,1,3.53,7.06,4.46,2.6
T1040519-16696,2024-09-18,S0068,North,Detroit,InStore,VendorB,1040519,5,Credit,V00014,SKU-V00039-OQ11,Beverages,4,0,0,2.0,0,Kombucha,Functional,Bottle,1500,4,15,0,0,4.22,2.47,18,1,4.22,16.88,9.88,7.0
T1701682-16697,2024-07-18,S0025,South,Orlando,InStore,NationalSupply,1701682,6,Credit,V00241,SKU-V00241-ZRQL,Beverages,3,0,0,0.8,0,Iced Tea,Soda,Can,250,11,39,0,0,3.19,2.41,22,0,3.19,9.57,7.23,2.34
T1118927-16698,2024-06-02,S0034,East,Pittsburgh,Delivery,VendorA,1118927,8,Credit,V00015,SKU-V00015-DXMK,Beverages,4,1,5,7.4,1,Energy Drink,Juice,Can,330,92,14,0,0,7.98,6.03,20,0,7.58,30.32,24.12,6.2
T1236833-16699,2024-02-20,S0056,South,Houston,Online,VendorD,1236833,9,Debit,V00081,SKU-V00081-IBPP,Beverages,2,1,25,27.8,0,Still Water,Water,Carton,250,30,14,0,0,4.76,3.17,9,1,3.57,7.14,6.34,0.8
T1111245-16700,2024-06-13,S0035,North,Chicago,InStore,NationalSupply,1111245,6,Debit,V00141,SKU-V00141-FEOM,Beverages,2,1,15,6.6,0,Cola,Sports,Multi-pack,500,44,12,0,0,7.82,4.22,16,1,6.65,13.3,8.44,4.86
T1191957-16701,2024-06-19,S0057,South,Houston,Online,NationalSupply,1191957,7,Credit,V00200,SKU-V00200-ILYJ,Beverages,2,0,0,0.9,0,Lemonade,Coffee,Bottle,750,19,0,1,0,8.29,6.35,16,1,8.29,16.58,12.7,3.88
T1634785-16702,2024-01-04,S0112,South,Charlotte,InStore,RegionalFoods,1634785,8,GiftCard,V00191,SKU-V00191-GQ6F,Beverages,2,0,0,24.8,0,Latte Bottle,Energy,Can,500,112,0,1,0,5.17,2.96,15,0,5.17,10.34,5.92,4.42
T1049013-16703,2024-06-24,S0068,South,Houston,InStore,VendorA,1049013,6,Debit,V00206,SKU-V00206-GXFZ,Beverages,4,0,0,7.2,0,Lemonade,Coffee,Can,1000,106,33,0,0,5.12,3.54,22,0,5.12,20.48,14.16,6.32
T1374868-16704,2024-12-31,S0120,North,Columbus,InStore,VendorA,1374868,4,Debit,V00176,SKU-V00176-ZXD5,Beverages,3,1,15,-4.1,0,Iced Tea,Coffee,Carton,1500,31,15,0,0,7.41,3.8,11,1,6.3,18.9,11.4,7.5
T1996060-16705,2024-11-24,S0006,South,Houston,Delivery,NationalSupply,1996060,3,Credit,V00049,SKU-V00049-GUVA,Beverages,2,0,0,8.8,1,Lemonade,Energy,Multi-pack,500,2,47,0,0,7.76,5.94,17,0,7.76,15.52,11.88,3.64
T1700389-16706,2024-06-14,S0120,Central,Denver,InStore,VendorB,1700389,8,Credit,V00224,SKU-V00224-9ZNM,Beverages,1,0,0,14.4,0,Energy Drink,Soda,Bottle,355,0,0,1,0,4.99,3.38,11,0,4.99,4.99,3.38,1.61
T1750757-16707,2024-03-09,S0034,East,Philadelphia,InStore,VendorB,1750757,5,Credit,V00169,SKU-V00169-2VC1,Beverages,1,1,30,3.8,1,Iced Tea,Juice,Can,330,68,33,0,0,7.06,3.59,15,0,4.94,4.94,3.59,1.35
T1636849-16708,2024-07-03,S0013,West,Los Angeles,InStore,VendorC,1636849,8,Credit,V00099,SKU-V00099-RHPN,Beverages,1,0,0,10.5,0,Ginger Ale,Water,Multi-pack,1500,38,16,0,0,1.7,1.03,17,0,1.7,1.7,1.03,0.67
T1123287-16709,2024-07-10,S0018,East,Baltimore,InStore,VendorD,1123287,6,Cash,V00165,SKU-V00165-DM6K,Beverages,4,0,0,12.6,0,Energy Drink,Soda,Carton,473,55,44,0,0,1.44,0.92,19,0,1.44,5.76,3.68,2.08
T1356298-16710,2024-07-11,S0100,North,Detroit,Online,VendorA,1356298,3,Credit,V00020,SKU-V00020-U5MT,Beverages,1,1,20,7.6,0,Lemonade,Water,Bottle,330,0,0,1,0,1.62,1.11,7,0,1.3,1.3,1.11,0.19
T1330998-16711,2024-06-13,S0065,West,San Jose,Pickup,NationalSupply,1330998,11,Cash,V00161,SKU-V00161-6OVP,Beverages,3,0,0,22.6,0,Sports Drink,Water,Bottle,1000,0,29,0,0,5.39,3.01,19,0,5.39,16.17,9.03,7.14
T1364199-16712,2024-09-10,S0100,West,Las Vegas,Pickup,RegionalFoods,1364199,5,Debit,V00148,SKU-V00148-O65Z,Beverages,1,0,0,19.8,0,Ginger Ale,Energy,Bottle,355,0,22,0,0,1.35,0.99,11,0,1.35,1.35,0.99,0.36
T1474972-16713,2024-12-28,S0059,North,Columbus,Online,LocalCoop,1474972,6,Credit,V00128,SKU-V00128-0X07,Beverages,1,0,0,9.7,1,Ginger Ale,Water,Bottle,355,0,28,0,0,6.97,5.2,19,0,6.97,6.97,5.2,1.77
T1021135-16714,2024-08-13,S0009,South,Orlando,InStore,VendorA,1021135,5,Credit,V00073,SKU-V00073-EIER,Beverages,1,0,0,21.0,0,Energy Drink,Tea,Bottle,2000,65,15,0,0,7.36,3.92,14,1,7.36,7.36,3.92,3.44
T1923030-16715,2024-06-05,S0008,North,Minneapolis,InStore,RegionalFoods,1923030,6,Credit,V00205,SKU-V00205-DL18,Beverages,7,1,20,-2.8,0,Still Water,Tea,Can,2000,18,21,0,0,8.9,6.01,30,1,7.12,49.84,42.07,7.77
T1681322-16716,2024-10-06,S0046,North,Minneapolis,InStore,VendorD,1681322,8,MobilePay,V00131,SKU-V00131-ORPB,Beverages,1,0,0,-0.8,1,Cold Brew,Functional,Multi-pack,750,63,46,0,0,1.84,1.35,11,1,1.84,1.84,1.35,0.49
T1687820-16717,2024-03-13,S0071,South,Houston,Online,VendorB,1687820,7,Credit,V00211,SKU-V00211-40NH,Beverages,2,0,0,8.6,0,Lemonade,Soda,Can,473,8,36,0,0,2.94,1.67,20,1,2.94,5.88,3.34,2.54
T1536665-16718,2024-05-15,S0042,West,Phoenix,Pickup,VendorA,1536665,7,Credit,V00074,SKU-V00074-WXB7,Beverages,2,0,0,20.2,0,Latte Bottle,Soda,Bottle,2000,25,36,0,0,3.71,2.1,14,0,3.71,7.42,4.2,3.22
T1085915-16719,2024-05-22,S0065,East,Philadelphia,InStore,VendorB,1085915,10,Cash,V00041,SKU-V00041-471R,Beverages,3,0,0,4.2,0,Sparkling Water,Soda,Multi-pack,355,73,0,1,0,6.3,4.61,12,0,6.3,18.9,13.83,5.07
T1886202-16720,2024-04-17,S0017,East,Pittsburgh,Online,VendorB,1886202,4,Credit,V00179,SKU-V00179-LTTW,Beverages,6,1,20,16.7,0,Sports Drink,Coffee,Can,330,56,33,0,0,2.83,1.42,13,0,2.26,13.56,8.52,5.04
T1713407-16721,2024-04-15,S0107,North,Columbus,Online,VendorB,1713407,9,Cash,V00185,SKU-V00185-WXBU,Beverages,5,0,0,4.4,0,Iced Tea,Soda,Can,2000,34,49,0,0,2.05,1.1,11,0,2.05,10.25,5.5,4.75
T1098748-16722,2024-01-11,S0058,East,Pittsburgh,Online,LocalCoop,1098748,16,Credit,V00058,SKU-V00058-KXD7,Beverages,3,0,0,34.1,0,Iced Tea,Water,Can,1500,0,32,0,0,7.96,4.39,14,0,7.96,23.88,13.17,10.71
T1245682-16723,2024-05-21,S0109,West,Los Angeles,InStore,VendorA,1245682,4,Cash,V00225,SKU-V00225-TWGZ,Beverages,5,1,30,21.9,0,Cola,Coffee,Can,355,17,42,0,0,5.73,3.62,11,0,4.01,20.05,18.1,1.95
T1623265-16724,2024-12-31,S0106,North,Detroit,InStore,VendorD,1623265,7,Credit,V00024,SKU-V00024-4OZH,Beverages,5,0,0,20.7,0,Iced Tea,Coffee,Bottle,500,131,39,0,0,1.17,0.79,14,0,1.17,5.85,3.95,1.9
T1906743-16725,2024-09-21,S0030,Central,St. Louis,Pickup,VendorC,1906743,9,GiftCard,V00249,SKU-V00249-PVKA,Beverages,6,1,25,1.0,1,Cold Brew,Juice,Can,330,0,41,0,0,6.35,4.29,23,0,4.76,28.56,25.74,2.82
T1809285-16726,2024-01-23,S0114,East,Pittsburgh,InStore,VendorA,1809285,8,Debit,V00169,SKU-V00169-2VC1,Beverages,2,0,0,20.0,0,Tonic Water,Water,Bottle,500,102,28,0,0,1.09,0.8,18,0,1.09,2.18,1.6,0.58
T1611187-16727,2024-03-11,S0048,South,Houston,InStore,RegionalFoods,1611187,6,GiftCard,V00191,SKU-V00191-GQ6F,Beverages,4,0,0,11.2,0,Juice,Juice,Multi-pack,2000,0,22,0,0,6.37,3.41,22,1,6.37,25.48,13.64,11.84
T1384954-16728,2024-11-14,S0047,East,Boston,InStore,VendorB,1384954,9,Credit,V00240,SKU-V00240-HM2Y,Beverages,3,0,0,5.5,0,Still Water,Juice,Carton,2000,0,0,1,0,8.69,5.0,11,0,8.69,26.07,15.0,11.07
T1352171-16729,2024-07-20,S0074,North,Detroit,Pickup,LocalCoop,1352171,5,Credit,V00150,SKU-V00150-8CGI,Beverages,2,0,0,21.6,1,Still Water,Water,Bottle,473,4,24,0,0,3.19,1.78,15,0,3.19,6.38,3.56,2.82
T1677296-16730,2024-10-25,S0016,South,Houston,InStore,NationalSupply,1677296,6,Debit,V00156,SKU-V00156-WMSQ,Beverages,3,1,25,17.5,0,Sparkling Water,Water,Can,500,16,31,0,0,5.63,3.76,18,0,4.22,12.66,11.28,1.38
T1343411-16731,2024-03-25,S0098,North,Chicago,Online,LocalCoop,1343411,11,Debit,V00136,SKU-V00136-ZDNS,Beverages,3,0,0,-3.9,0,Sparkling Water,Juice,Multi-pack,1000,11,0,1,1,3.0,2.29,8,0,3.0,9.0,6.87,2.13
T1317714-16732,2024-08-07,S0096,Central,Nashville,Pickup,VendorB,1317714,9,Cash,V00258,SKU-V00258-O18P,Beverages,1,1,20,17.3,0,Sports Drink,Energy,Bottle,500,31,31,0,0,1.17,0.89,11,0,0.94,0.94,0.89,0.05
T1519723-16733,2024-01-06,S0002,South,Houston,InStore,RegionalFoods,1519723,5,Credit,V00027,SKU-V00027-U4DZ,Beverages,4,0,0,11.6,1,Cold Brew,Sports,Can,2000,0,5,0,0,5.48,3.4,17,0,5.48,21.92,13.6,8.32
T1775159-16734,2024-09-24,S0042,East,Baltimore,InStore,RegionalFoods,1775159,12,Debit,V00098,SKU-V00098-FFLK,Beverages,4,0,0,19.3,0,Iced Tea,Soda,Can,330,88,24,0,0,5.22,2.67,12,0,5.22,20.88,10.68,10.2
T1610997-16735,2024-10-20,S0017,North,Detroit,InStore,LocalCoop,1610997,11,Cash,V00244,SKU-V00244-Y08K,Beverages,3,0,0,-6.1,1,Juice,Sports,Can,500,97,14,0,0,7.85,5.02,16,0,7.85,23.55,15.06,8.49
T1763493-16736,2024-09-24,S0008,East,Pittsburgh,InStore,VendorD,1763493,12,Debit,V00227,SKU-V00227-07R6,Beverages,2,0,0,6.0,0,Energy Drink,Soda,Can,2000,49,10,0,0,6.93,4.43,7,0,6.93,13.86,8.86,5.0
T1052748-16737,2024-10-11,S0072,East,Pittsburgh,Delivery,RegionalFoods,1052748,8,Debit,V00115,SKU-V00242-3XLU,Beverages,4,0,0,4.2,0,Latte Bottle,Energy,Can,473,55,25,0,0,6.25,4.6,19,0,6.25,25.0,18.4,6.6
T1941740-16738,2024-01-07,S0053,West,Las Vegas,InStore,VendorD,1941740,7,MobilePay,V00213,SKU-V00213-XS6O,Beverages,1,0,0,9.9,1,Latte Bottle,Coffee,Can,330,11,63,0,0,10.32,6.33,13,0,10.32,10.32,6.33,3.99
T1529022-16739,2024-04-26,S0072,South,Dallas,InStore,RegionalFoods,1529022,9,Credit,V00062,SKU-V00229-IWFT,Beverages,3,0,0,23.4,0,Tonic Water,Functional,Can,2000,49,0,1,0,3.04,1.65,17,0,3.04,9.12,4.95,4.17
T1639110-16740,2024-11-08,S0099,North,Detroit,Online,VendorC,1639110,9,Credit,V00067,SKU-V00067-L30Q,Beverages,4,0,0,8.1,0,Latte Bottle,Water,Can,330,0,0,1,0,3.56,2.46,22,0,3.56,14.24,9.84,4.4
T1277571-16741,2024-07-12,S0104,North,Minneapolis,Pickup,VendorD,1277571,7,Credit,V00061,SKU-V00082-Y838,Beverages,4,0,0,4.0,0,Cola,Juice,Bottle,591,157,18,0,0,1.95,1.14,17,0,1.95,7.8,4.56,3.24
T1887931-16742,2024-10-31,S0029,West,Phoenix,Pickup,RegionalFoods,1887931,9,Cash,V00079,SKU-V00079-H15B,Beverages,4,0,0,16.0,0,Tonic Water,Soda,Can,500,164,0,1,0,3.48,2.57,14,0,3.48,13.92,10.28,3.64
T1958157-16743,2024-07-23,S0055,South,Dallas,Online, VENDORA ,1958157,10,MobilePay,V00090,SKU-V00090-VZYM,Beverages,3,0,0,21.6,0,Tonic Water,Coffee,Bottle,750,0,20,0,0,4.92,3.58,17,0,4.92,14.76,10.74,4.02
