transaction_id,date,store_id,region,city,channel,vendor,basket_id,basket_size,payment_type,product_id,sku,category,quantity,promo_flag,promo_discount_pct,temp_c,is_weekend,product_name,flavor,pack_size,unit_price,unit_cost,is_gluten_free,is_artisan,bake_type,shelf_life_days,calories_per_unit,inventory_received_qty,wastage_qty,net_unit_price,sales,cogs,margin
T1054450-13740,2024-12-21,S0092,South,Dallas,Online,VendorD,1054450,10,Credit,B00081,SKU-B00081-UV4I,Bakery,1,0,0,13.8,1,Cake Slice,Vanilla,4,3.07,2.44,0,0,Vendor baked,5,269,10,0,3.07,3.07,2.44,0.63
T1712296-13741,2024-03-14,S0053,West,San Jose,Pickup,NationalSupply,1712296,4,Debit,B00165, SKU-B00165-2RSR ,Bakery,3,1,20,0.3,0,Brioche,Cinnamon,1,3.37,2.68,0,0,In-store baked,4,196,10,1,2.7,8.1,8.04,0.06
T1243420-13742,2024-06-06,S0068,Central,Kansas City,InStore,VendorD,1243420,7,Cash,B00169,SKU-B00169-HTV5,Bakery,3,0,0,15.8,0,Bagel,Lemon,2,4.72,2.98,0,0,In-store baked,2,420,12,1,4.72,14.16,8.94,5.22
T1991325-13743,2024-07-04,S0041,West,San Diego,Pickup,VendorB,1991325,8,Debit,B00020,SKU-B00020-G1YB,Bakery,2,1,25,7.2,0,Tortilla Pack,Cinnamon,1,10.88,7.23,0,1,In-store baked,2,301,13,0,8.16,16.32,14.46,1.86
T1231938-13744,2024-10-30,S0120,East,Baltimore,Delivery,VendorA,1231938,4,Credit,B00101,SKU-B00186-F9W7,Bakery,2,1,25,-2.1,0,Cake Slice,Almond,6,2.52,1.47,0,0,Vendor baked,4,213,13,0,1.89,3.78,2.94,0.84
T1541372-13745,2024-04-01,S0112,North,Columbus,InStore,VendorD,1541372,5,Credit,B00159,SKU-B00159-LGV8,Bakery,3,0,0,1.2,0,Sandwich Bread,Vanilla,1,11.26,8.79,0,0,In-store baked,3,394,5,0,11.26,33.78,26.37,7.41
T1942020-13746,2024-08-19,S0097,North,Chicago,InStore,NationalSupply,1942020,6,Credit,B00040,SKU-B00040-C2LS,Bakery,3,0,0,15.2,0,Pita,Cheese,4,6.61,4.69,0,1,In-store baked,3,324,11,0,6.61,19.83,14.07,5.76
T1953012-13747,2024-04-23,S0078,North,Columbus,InStore,NationalSupply,1953012,5,MobilePay,B00073,SKU-B00073-SG7F,Bakery,5,0,0,-1.4,0,Baguette,Lemon,1,4.91,2.82,0,1,In-store baked,2,167,13,0,4.91,24.55,14.1,10.45
T1491383-13748,2024-11-08,S0059,South,Charlotte,InStore,VendorD,1491383,8,Cash,B00215,SKU-B00215-O0Q4,Bakery,2,0,0,17.8,0,Bagel,Lemon,8,4.17,2.62,0,0,In-store baked,5,389,5,1,4.17,8.34,5.24,3.1
T1365793-13749,2024-04-25,S0113,Central,St. Louis,InStore,RegionalFoods,1365793,6,Credit,B00199,SKU-B00199-KMCI,Bakery,2,0,0,14.2,0,Sourdough Loaf,Maple,4,8.0,5.95,1,1,Vendor baked,2,266,8,1,8.0,16.0,11.9,4.1
T1617357-13750,2024-03-09,S0008,East,Pittsburgh,InStore,VendorB,1617357,3,Cash,B00157,SKU-B00157-SM98,Bakery,6,0,0,28.6,1,Focaccia,Strawberry,1,4.19,2.87,0,0,Vendor baked,6,245,11,0,4.19,25.14,17.22,7.92
T1469833-13751,2024-02-02,S0042,West,Las Vegas,Online,VendorC,1469833,2,Debit,B00202,SKU-B00202-SLFP,Bakery,3,0,0,2.1,0,Tortilla Pack,Raspberry,1,12.71,7.92,0,0,Vendor baked,6,203,10,0,12.71,38.13,23.76,14.37
T1201851-13752,2024-09-05,S0087,East,Baltimore,Online,VendorC,1201851,10,Credit,B00075,SKU-B00053-3Y8I,Bakery,5,0,0,20.4,0,Tortilla Pack,Maple,2,6.31,4.51,0,0,In-store baked,2,404,14,1,6.31,31.55,22.55,9.0
T1382186-13753,2024-08-02,S0093,East,Boston,Online,VendorD,1382186,6,Cash,B00196,SKU-B00196-2798,Bakery,3,1,10,24.7,0,Sandwich Bread,Chocolate,8,5.55,4.03,1,1,In-store baked,1,186,9,1,5.0,15.0,12.09,2.91
T1148532-13754,2024-01-15,S0055,South,Dallas,Pickup,NationalSupply,1148532,7,Credit,B00087,SKU-B00087-G8CI,Bakery,1,0,0,20.3,0,Bagel,Blueberry,2,6.69,4.52,0,0,Vendor baked,7,207,7,0,6.69,6.69,4.52,2.17
T1137429-13755,2024-06-09,S0041,North,Minneapolis,InStore,VendorA,1137429,8,Credit,B00177,SKU-B00177-40U6,Bakery,2,0,0,8.9,1,Brownie,Almond,1,4.77,2.88,0,0,In-store baked,7,113,16,2,4.77,9.54,5.76,3.78
T1895244-13756,2024-11-30,S0110,West,Phoenix,InStore,VendorD,1895244,9,Debit,B00063,SKU-B00063-JNHY,Bakery,1,0,0,19.3,1,Focaccia,Chocolate,2,6.66,4.07,0,0,In-store baked,4,232,14,0,6.66,6.66,4.07,2.59
T1251451-13757,2024-05-03,S0034,West,San Diego,InStore,VendorC,1251451,5,Credit,B00022,SKU-B00022-7OKW,Bakery,2,0,0,1.2,0,Muffin,Lemon,6,2.49,1.98,0,0,In-store baked,3,328,10,0,2.49,4.98,3.96,1.02
T1891332-13758,2024-01-06,S0010,Central,Cleveland,InStore,NationalSupply,1891332,8,Credit,B00059,SKU-B00059-D3KA,Bakery,4,0,0,2.2,1,Sourdough Loaf,Strawberry,8,11.14,7.3,0,0,In-store baked,5,309,8,1,11.14,44.56,29.2,15.36
T1924378-13759,2024-03-13,S0095,North,Columbus,InStore,VendorB,1924378,15,MobilePay,B00172,SKU-B00034-Y8FY,Bakery,2,0,0,0.3,0,Donut,Maple,8,11.67,8.81,0,0,In-store baked,2,132,6,0,11.67,23.34,17.62,5.72
T1850242-13760,2024-11-10,S0073,North,Detroit,Pickup,RegionalFoods,1850242,5,Credit,B00059,SKU-B00059-D3KA,Bakery,3,0,0,-2.6,1,Tortilla Pack,Raspberry,1,4.77,3.29,0,0,Vendor baked,2,395,11,0,4.77,14.31,9.87,4.44
T1789809-13761,2024-07-19,S0013,East,Pittsburgh,InStore,LocalCoop,1789809,8,Credit,B00002,SKU-B00002-HYH4,Bakery,1,0,0,34.0,0,Cake Slice,Chocolate,1,11.69,7.2,0,0,Vendor baked,4,342,9,0,11.69,11.69,7.2,4.49
T1218395-13762,2024-04-15,S0102,North,Chicago,Online,NationalSupply,1218395,3,Credit,B00182,SKU-B00182-0AP0,Bakery,3,0,0,8.3,0,Muffin,Maple,1,6.84,5.11,0,0,In-store baked,2,271,8,0,6.84,20.52,15.33,5.19
T1824210-13763,2024-06-03,S0027,East,Pittsburgh,Online,NationalSupply,1824210,8,Debit,B00105,SKU-B00105-4HZK,Bakery,2,0,0,4.1,0,Sandwich Bread,Strawberry,4,7.16,4.78,0,1,Vendor baked,3,314,4,0,7.16,14.32,9.56,4.76
T1786389-13764,2024-06-29,S0051,West,San Jose,InStore,VendorC,1786389,9,MobilePay,B00157,SKU-B00157-SM98,Bakery,7,0,0,8.6,1,Focaccia,Plain,6,6.32,3.98,1,0,Vendor baked,6,343,15,0,6.32,44.24,27.86,16.38
T1469851-13765,2024-06-22,S0039,South,Atlanta,Online,VendorD,1469851,7,Credit,B00005,SKU-B00005-6PPI,Bakery,4,0,0,30.3,1,Croissant,Plain,1,12.89,9.74,0,0,In-store baked,5,284,15,1,12.89,51.56,38.96,12.6
T1428182-13766,2024-08-15,S0013,South,Atlanta,Online,VendorA,1428182,13,Credit,B00126,SKU-B00126-Y92J,Bakery,4,0,0,12.9,0,Sandwich Bread,Chocolate,1,7.58,5.3,0,0,Vendor baked,3,365,14,0,7.58,30.32,21.2,9.12
T1914011-13767,2024-02-28,S0052,South,Charlotte,InStore,NationalSupply,1914011,5,MobilePay,B00171,SKU-B00171-I2GS,Bakery,2,0,0,18.8,0,Bagel,Blueberry,12,5.71,4.37,0,0,In-store baked,4,230,8,0,5.71,11.42,8.74,2.68
T1699717-13768,2024-05-25,S0035,South,Houston,Online,VendorB,1699717,6,Cash,B00063,SKU-B00063-JNHY,Bakery,4,1,25,1.2,1,Cinnamon Roll,Almond,4,12.84,9.59,0,0,In-store baked,4,131,8,1,9.63,38.52,38.36,0.16
T1181195-13769,2024-02-22,S0067,South,Orlando,InStore,LocalCoop,1181195,3,Credit,B00178,SKU-B00178-YD1E,Bakery,3,1,20,3.1,0,Donut,Maple,1,8.2,5.04,0,1,Vendor baked,3,354,7,0,6.56,19.68,15.12,4.56
T1514662-13770,2024-08-30,S0110,West,San Diego,Online,VendorA,1514662,15,Credit,B00104,SKU-B00104-CR43,Bakery,7,1,15,3.2,0,Cookies,Chocolate,2,8.11,6.1,0,0,Vendor baked,4,116,13,0,6.89,48.23,42.7,5.53
T1113858-13771,2024-04-04,S0023,South,Houston,InStore,VendorC,1113858,4,Debit,B00169,SKU-B00169-HTV5,Bakery,1,1,15,3.0,0,Muffin,Almond,2,8.66,5.29,0,0,In-store baked,7,477,12,0,7.36,7.36,5.29,2.07
T1241166-13772,2024-06-04,S0026,West,Las Vegas,InStore,RegionalFoods,1241166,5,Credit,B00068,SKU-B00068-8BRK,Bakery,5,0,0,17.9,0,Cinnamon Roll,Blueberry,1,3.63,2.69,0,0,In-store baked,7,287,12,1,3.63,18.15,13.45,4.7
T1750087-13773,2024-10-14,S0014,South,Atlanta,InStore,VendorA,1750087,6,Credit,B00106,SKU-B00106-6WA4,Bakery,4,0,0,4.7,0,Tortilla Pack,Vanilla,12,11.75,7.98,0,0,In-store baked,7,186,13,0,11.75,47.0,31.92,15.08
T1789655-13774,2024-12-07,S0068,South,Dallas,InStore,NationalSupply,1789655,9,Credit,B00098,SKU-B00098-7H2L,Bakery,3,1,15,-4.5,1,Sandwich Bread,Blueberry,8,4.66,3.72,1,0,In-store baked,4,414,9,0,3.96,11.88,11.16,0.72
T1213618-13775,2024-02-07,S0008,East,Baltimore,InStore,LocalCoop,1213618,10,Cash,B00056,SKU-B00056-IMMV,Bakery,2,1,5,-9.9,0,Baguette,Blueberry,6,7.52,5.98,0,0,In-store baked,4,314,10,0,7.14,14.28,11.96,2.32
T1622698-13776,2024-11-11,S0070,East,Pittsburgh,Online,LocalCoop,1622698,5,Debit,B00002,SKU-B00002-HYH4,Bakery,1,0,0,16.6,0,Tortilla Pack,Blueberry,1,13.07,9.44,0,0,In-store baked,2,212,13,1,13.07,13.07,9.44,3.63
T1500305-13777,2024-02-12,S0016,Central,Kansas City,InStore,LocalCoop,1500305,4,Credit,B00135,SKU-B00135-0C4E,Bakery,3,0,0,7.8,0,Cinnamon Roll,Almond,1,4.92,3.51,0,0,In-store baked,2,461,13,0,4.92,14.76,10.53,4.23
T1057773-13778,2024-07-26,S0039,Central,St. Louis,InStore,LocalCoop,1057773,5,MobilePay,B00177,SKU-B00177-40U6,Bakery,2,0,0,7.6,0,Cupcake,Strawberry,8,6.3,3.75,0,0,In-store baked,4,201,12,0,6.3,12.6,7.5,5.1
T1866854-13779,2024-08-28,S0004,West,San Jose,InStore,VendorD,1866854,7,Credit,B00154,SKU-B00154-CT16,Bakery,3,0,0,2.4,0,Cake Slice,Blueberry,2,,6.3,0,0,In-store baked,6,337,9,0,8.25,24.75,18.9,5.85
T1157026-13780,2024-02-15,S0120,South,Atlanta,Online,RegionalFoods,1157026,8,Credit,B00101,SKU-B00186-F9W7,Bakery,3,0,0,19.6,0,Baguette,Chocolate,1,7.21,4.82,0,1,Vendor baked,3,355,10,0,7.21,21.63,14.46,7.17
T1935712-13781,2024-05-23,S0091,South,Dallas,Online,RegionalFoods,1935712,10,MobilePay,B00068,SKU-B00068-8BRK,Bakery,2,0,0,11.6,0,Tortilla Pack,Raspberry,4,6.96,4.55,0,0,Vendor baked,6,326,10,1,6.96,13.92,9.1,4.82
T1762552-13782,2024-09-03,S0096,West,Las Vegas,InStore,NationalSupply,1762552,7,Debit,B00063,SKU-B00063-JNHY,Bakery,4,0,0,13.1,0,Tortilla Pack,Cheese,1,3.21,2.0,0,0,In-store baked,3,222,13,2,3.21,12.84,8.0,4.84
T1978576-13783,2024-11-14,S0105,South,Orlando,Online,VendorB,1978576,5,Cash,B00220,SKU-B00220-CV0V,Bakery,3,1,15,13.9,0,Muffin,Raspberry,2,11.14,7.8,0,0,In-store baked,7,447,6,0,9.47,28.41,23.4,5.01
T1577796-13784,2024-10-09,S0004,North,Minneapolis,InStore,VendorD,1577796,4,Cash,B00058,SKU-B00058-9RCF,Bakery,3,0,0,7.1,0,Donut,Raspberry,2,4.36,3.44,0,0,Vendor baked,6,402,13,2,4.36,13.08,10.32,2.76
T1813814-13785,2024-01-09,S0113,East,Pittsburgh,Online,VendorD,1813814,2,MobilePay,B00211,SKU-B00211-X5M2,Bakery,3,1,20,18.1,0,Pita,Chocolate,6,6.85,4.29,0,1,Vendor baked,3,154,13,0,5.48,16.44,12.87,3.57
T1331887-13786,2024-08-03,S0014,East,Boston,Pickup,RegionalFoods,1331887,8,GiftCard,B00218,SKU-B00218-D9E9,Bakery,3,0,0,5.9,1,Sourdough Loaf,Pumpkin,6,5.01,3.23,0,0,In-store baked,7,111,10,0,5.01,15.03,9.69,5.34
T1405492-13787,2024-09-26,S0023,East,Pittsburgh,InStore,VendorD,1405492,9,Cash,B00164,SKU-B00164-PC5T,Bakery,5,1,30,5.4,0,Sandwich Bread,Cheese,1,2.82,1.87,0,0,Vendor baked,7,162,8,2,1.97,9.85,9.35,0.5
T1391044-13788,2024-08-12,S0030,North,Columbus,InStore,VendorA,1391044,9,Debit,B00089,SKU-B00089-U6QH,Bakery,4,0,0,9.9,0,Cinnamon Roll,Vanilla,12,12.27,8.42,0,1,In-store baked,1,348,11,3,12.27,49.08,33.68,15.4
T1625662-13789,2024-01-04,S0090,North,Detroit,Pickup,VendorC,1625662,6,Credit,B00172,SKU-B00034-Y8FY,Bakery,4,1,10,3.9,0,Cookies,Strawberry,1,9.1,6.58,0,0,In-store baked,5,376,14,0,8.19,32.76,26.32,6.44
T1717799-13790,2024-01-04,S0089,North,Minneapolis,InStore,LocalCoop,1717799,8,Credit,B00097,SKU-B00097-VUM6,Bakery,4,0,0,17.3,0,Baguette,Lemon,1,8.92,5.47,0,1,In-store baked,1,164,12,0,8.92,35.68,21.88,13.8
T1078201-13791,2024-03-13,S0016,North,Chicago,Online,LocalCoop,1078201,12,MobilePay,B00187,SKU-B00187-NNU1,Bakery,3,0,0,12.5,0,Donut,Plain,8,7.71,4.77,0,0,Vendor baked,3,251,15,1,7.71,23.13,14.31,8.82
T1747514-13792,2024-01-29,S0046,South,Charlotte,Online,VendorD,1747514,5,GiftCard,B00203,SKU-B00203-9W39,Bakery,6,1,30,9.5,0,Tortilla Pack,Maple,1,,1.81,1,0,Vendor baked,4,209,10,1,2.02,12.12,10.86,1.26
T1390959-13793,2024-06-18,S0094,North,Detroit,InStore, VENDORD ,1390959,10,GiftCard,B00095,SKU-B00095-UBLU,Bakery,1,0,0,25.0,0,Bagel,Plain,2,9.15,5.41,0,1,Vendor baked,3,271,10,0,9.15,9.15,5.41,3.74
T1533342-13794,2024-07-09,S0049,North,Minneapolis,Online,VendorB,1533342,6,MobilePay,B00162,SKU-B00162-DECP,Bakery,3,0,0,27.2,0,Cinnamon Roll,Blueberry,2,10.96,8.41,1,0,Vendor baked,5,159,7,1,10.96,32.88,25.23,7.65
T1141646-13795,2024-09-09,S0023,West,Los Angeles,Online,VendorD,1141646,6,MobilePay,B00118,SKU-B00118-XJKK,Bakery,3,1,5,22.9,0,Brownie,Pumpkin,1,1.36,0.98,0,0,In-store baked,2,292,11,0,1.29,3.87,2.94,0.93
T1019860-13796,2024-03-31,S0067,North,Minneapolis,Pickup,LocalCoop,1019860,9,Credit,B00129,SKU-B00129-PLBQ,Bakery,3,1,10,22.4,1,Brioche,Cinnamon,2,11.61,8.61,0,0,Vendor baked,5,163,12,1,10.45,31.35,25.83,5.52
T1178012-13797,2024-12-07,S0077,North,Columbus,InStore,VendorB,1178012,8,Cash,B00058,SKU-B00058-9RCF,Bakery,2,1,15,27.0,1,Cinnamon Roll,Pumpkin,8,10.1,7.91,0,0,In-store baked,2,220,11,0,8.58,17.16,15.82,1.34
T1237506-13798,2024-01-28,S0008,South,Atlanta,InStore,LocalCoop,1237506,2,MobilePay,B00147,SKU-B00147-9CL9,Bakery,2,0,0,5.6,1,Muffin,Cheese,1,7.43,4.34,0,0,In-store baked,7,427,11,0,7.43,14.86,8.68,6.18
T1435173-13799,2024-01-14,S0053,South,Houston,InStore,VendorC,1435173,6,Credit,B00150,SKU-B00150-X4OP,Bakery,2,1,20,1.7,1,Cookies,Maple,12,6.94,4.21,0,0,Vendor baked,4,289,9,0,5.55,11.1,8.42,2.68
T1129006-13800,2024-04-26,S0025,South,Atlanta,Delivery,VendorC,1129006,9,Credit,B00067,SKU-B00067-24J6,Bakery,3,0,0,18.8,0,Baguette,Strawberry,4,10.9,8.1,1,0,Vendor baked,5,318,9,1,10.9,32.7,24.3,8.4
T1314327-13801,2024-07-03,S0013,Central,Nashville,InStore,VendorA,1314327,6,Credit,B00056,SKU-B00056-IMMV,Bakery,4,0,0,3.2,0,Baguette,Vanilla,1,9.58,6.99,0,0,Vendor baked,5,272,5,1,9.58,38.32,27.96,10.36
T1968907-13802,2024-04-15,S0043,Central,Cleveland,Online,VendorA,1968907,13,Credit,B00002,SKU-B00002-HYH4,Bakery,2,0,0,18.9,0,Sandwich Bread,Raspberry,1,13.14,9.94,1,0,Vendor baked,4,178,8,0,13.14,26.28,19.88,6.4
T1110254-13803,2024-12-14,S0001,West,Phoenix,InStore,NationalSupply,1110254,13,Debit,B00060,SKU-B00060-KN5H,Bakery,4,0,0,17.0,1,Focaccia,Plain,1,7.8,4.83,0,0,In-store baked,3,352,19,0,7.8,31.2,19.32,11.88
T1618322-13804,2024-05-21,S0094,Central,Kansas City,Online,VendorD,1618322,5,Debit,B00056,SKU-B00056-IMMV,Bakery,4,0,0,16.4,0,Donut,Raspberry,4,12.02,7.19,0,0,Vendor baked,2,181,12,0,12.02,48.08,28.76,19.32
T1102626-13805,2024-10-05,S0086,West,Las Vegas,Online,NationalSupply,1102626,8,MobilePay,B00015,SKU-B00015-786T,Bakery,2,0,0,9.8,1,Croissant,Cheese,1,2.51,1.42,0,1,In-store baked,2,322,4,0,2.51,5.02,2.84,2.18
T1762715-13806,2024-10-25,S0112,Central,Cleveland,InStore,RegionalFoods,1762715,8,Cash,B00058,SKU-B00058-9RCF,Bakery,3,0,0,17.5,0,Cake Slice,Chocolate,8,11.12,8.08,0,0,In-store baked,7,219,8,0,11.12,33.36,24.24,9.12
T1634748-13807,2024-12-08,S0044,South,Charlotte,InStore,LocalCoop,1634748,7,Debit,B00041,SKU-B00041-CKDC,Bakery,3,0,0,19.4,1,Tortilla Pack,Blueberry,12,1.59,1.09,0,0,In-store baked,2,158,8,1,1.59,4.77,3.27,1.5
T1333296-13808,2024-01-20,S0071,North,Minneapolis,Online,LocalCoop,1333296,6,Cash,B00126,SKU-B00126-Y92J,Bakery,1,0,0,11.1,1,Sourdough Loaf,Plain,4,10.35,8.17,0,0,Vendor baked,3,225,4,0,10.35,10.35,8.17,2.18
T1611533-13809,2024-12-05,S0034,Central,Nashville,Pickup,VendorB,1611533,12,Cash,B00042,SKU-B00042-GHKV,Bakery,2,0,0,-2.5,0,Focaccia,Raspberry,6,13.56,8.05,0,1,In-store baked,3,183,9,0,13.56,27.12,16.1,11.02
T1792392-13810,2024-01-28,S0007,Central,St. Louis,InStore,VendorB,1792392,8,MobilePay,B00085,SKU-B00085-A7VY,Bakery,3,1,15,22.8,1,Cupcake,Pumpkin,4,8.86,6.37,0,0,Vendor baked,7,169,10,0,7.53,22.59,19.11,3.48
T1400722-13811,2024-10-24,S0118,East,New York,Pickup,VendorD,1400722,7,Debit,B00183,SKU-B00183-M39L,Bakery,3,1,20,26.4,0,Cookies,Strawberry,1,3.35,2.16,1,0,In-store baked,5,264,10,0,2.68,8.04,6.48,1.56
T1056388-13812,2024-02-28,S0062,North,Milwaukee,InStore,VendorA,1056388,8,Cash,B00004,SKU-B00004-U8HC,Bakery,4,0,0,9.8,0,Cupcake,Pumpkin,1,9.27,5.6,0,0,Vendor baked,2,299,12,0,9.27,37.08,22.4,14.68
T1438616-13813,2024-07-23,S0118,West,Los Angeles,Online,LocalCoop,1438616,4,Debit,B00193,SKU-B00193-FP0Y,Bakery,3,1,5,18.6,0,Cinnamon Roll,Lemon,1,2.67,2.13,1,0,In-store baked,6,293,14,0,2.54,7.62,6.39,1.23
T1122915-13814,2024-02-18,S0092,West,Los Angeles,InStore,VendorA,1122915,5,GiftCard,B00023,SKU-B00023-62TJ,Bakery,3,0,0,-0.1,1,Muffin,Chocolate,6,11.29,7.79,0,0,Vendor baked,5,387,13,2,11.29,33.87,23.37,10.5
T1828480-13815,2024-04-01,S0099,North,Minneapolis,InStore,VendorB,1828480,5,Cash,B00200,SKU-B00200-R7BQ,Bakery,2,0,0,28.4,0,Croissant,Cinnamon,6,10.54,8.09,0,1,In-store baked,3,213,6,0,10.54,21.08,16.18,4.9
T1392299-13816,2024-10-27,S0039,North,Milwaukee,InStore,NationalSupply,1392299,3,Credit,B00018,SKU-B00018-M83Y,Bakery,3,0,0,20.7,1,Cookies,Strawberry,6,1.89,1.4,0,0,In-store baked,5,282,7,0,1.89,5.67,4.2,1.47
T1211978-13817,2024-09-17,S0094,East,Pittsburgh,InStore,VendorC,1211978,4,Credit,B00207,SKU-B00207-526S,Bakery,3,0,0,-2.9,0,Croissant,Blueberry,1,2.17,1.53,0,0,Vendor baked,3,202,14,0,2.17,6.51,4.59,1.92
T1437448-13818,2024-03-07,S0108,West,San Jose,Online,VendorA,1437448,5,GiftCard,B00013,SKU-B00013-P6SP,Bakery,4,1,5,10.2,0,Pita,Cheese,1,10.74,6.25,0,0,Vendor baked,2,214,11,2,10.2,40.8,25.0,15.8
T1309708-13819,2024-06-16,S0046,East,Boston,InStore,VendorA,1309708,9,Debit,B00067,SKU-B00067-24J6,Bakery,3,1,15,15.4,1,Tortilla Pack,Strawberry,12,6.61,4.52,0,0,In-store baked,7,347,7,0,5.62,16.86,13.56,3.3
T1693032-13820,2024-05-07,S0017,South,Atlanta,Online,VendorB,1693032,9,Cash,B00047,SKU-B00021-9530,Bakery,2,0,0,29.3,0,Sandwich Bread,Almond,1,10.81,7.65,0,0,In-store baked,6,237,10,1,10.81,21.62,15.3,6.32
T1352723-13821,2024-05-29,S0099,North,Chicago,Online,VendorB,1352723,9,MobilePay,B00027,SKU-B00027-CVOU,Bakery,4,0,0,8.1,0,Donut,Strawberry,2,13.14,9.4,0,1,In-store baked,1,296,5,0,13.14,52.56,37.6,14.96
T1225321-13822,2024-06-24,S0006,East,Philadelphia,InStore,NationalSupply,1225321,10,MobilePay,B00083,SKU-B00083-654W,Bakery,5,0,0,16.1,0,Pita,Blueberry,6,10.01,,0,1,In-store baked,2,60,13,0,10.01,50.05,38.15,11.9
T1565606-13823,2024-12-27,S0024,West,Phoenix,Online,VendorA,1565606,7,Credit,B00028,SKU-B00186-F9W7,Bakery,5,0,0,21.4,0,Cookies,Cinnamon,8,12.27,8.58,0,0,Vendor baked,7,235,13,1,12.27,61.35,42.9,18.45
T1906727-13824,2024-10-21,S0028,East,Philadelphia,InStore,RegionalFoods,1906727,6,Credit,B00010,SKU-B00010-BC3X,Bakery,3,1,15,21.2,0,Cupcake,Lemon,4,12.61,8.45,0,1,In-store baked,2,238,11,0,10.72,32.16,25.35,6.81
T1165870-13825,2024-04-22,S0067,East,Philadelphia,InStore,VendorC,1165870,5,MobilePay,B00206,SKU-B00206-HAPX,Bakery,1,1,25,2.4,0,Muffin,Plain,6,8.02,4.82,0,0,In-store baked,6,232,13,2,6.02,6.02,4.82,1.2
T1841950-13826,2024-08-05,S0039,South,Charlotte,InStore,VendorB,1841950,9,Credit,B00158,SKU-B00158-D6T1,Bakery,5,0,0,3.5,0,Pita,Blueberry,2,4.9,3.38,0,1,Vendor baked,2,167,13,1,4.9,24.5,16.9,7.6
T1921918-13827,2024-02-17,S0079,West,Las Vegas,Delivery,VendorB,1921918,17,Debit,B00087,SKU-B00087-G8CI,Bakery,2,0,0,14.6,1,Pita,Maple,1,3.03,2.26,0,0,Vendor baked,2,218,10,0,3.03,6.06,4.52,1.54
T1526296-13828,2024-06-02,S0035,South,Dallas,InStore,RegionalFoods,1526296,10,Credit,B00007,SKU-B00119-3Z62,Bakery,4,0,0,5.2,1,Cupcake,Maple,1,9.37,5.44,0,0,In-store baked,7,417,6,0,9.37,37.48,21.76,15.72
T1394506-13829,2024-10-17,S0013,North,Minneapolis,Pickup,VendorB,1394506,5,Debit,B00077,SKU-B00077-IVF7,Bakery,3,0,0,23.3,0,Cupcake,Plain,12,9.01,5.08,1,0,In-store baked,2,405,10,1,9.01,27.03,15.24,11.79
T1345258-13830,2024-06-04,S0118,East,Philadelphia,Delivery,RegionalFoods,1345258,3,Debit,B00125,SKU-B00125-VB8T,Bakery,3,0,0,-0.8,0,Brownie,Chocolate,8,12.07,6.71,0,1,Vendor baked,1,239,11,1,12.07,36.21,20.13,16.08
T1419387-13831,2024-12-03,S0069,North,Chicago,Delivery,NationalSupply,1419387,3,Cash,B00207,SKU-B00207-526S,Bakery,1,1,20,-1.5,0,Donut,Plain,1,5.58,3.77,0,0,In-store baked,4,309,8,0,4.46,4.46,3.77,0.69
T1786115-13832,2024-02-10,S0025,North,Chicago,InStore,VendorA,1786115,9,GiftCard,B00117,SKU-B00117-N3BP,Bakery,5,1,5,6.6,1,Cinnamon Roll,Plain,2,10.65,8.03,1,0,In-store baked,6,161,13,1,10.12,50.6,40.15,10.45
T1132440-13833,2024-11-01,S0011,West,Los Angeles,InStore,RegionalFoods,1132440,13,Cash,B00087,SKU-B00087-G8CI,Bakery,3,0,0,7.2,0,Cookies,Plain,2,13.16,10.36,0,1,Vendor baked,3,186,9,1,13.16,39.48,31.08,8.4
T1708747-13834,2024-06-11,S0105,South,Orlando,InStore,VendorA,1708747,9,Credit,B00083,SKU-B00083-654W,Bakery,3,0,0,16.8,0,Cookies,Chocolate,2,3.05,2.43,0,0,In-store baked,5,260,10,0,3.05,9.15,7.29,1.86
T1317685-13835,2024-04-09,S0035,South,Atlanta,InStore,LocalCoop,1317685,8,MobilePay,B00055,SKU-B00055-DZ5S,Bakery,4,1,5,0.7,0,Croissant,Strawberry,4,5.09,3.16,0,0,Vendor baked,5,209,13,0,4.84,19.36,12.64,6.72
T1607357-13836,2024-10-01,S0103,North,Milwaukee,InStore,VendorD,1607357,8,Cash,B00212,SKU-B00212-1P1U,Bakery,3,0,0,19.6,0,Muffin,Vanilla,2,2.58,1.63,0,0,Vendor baked,6,125,11,1,2.58,7.74,4.89,2.85
T1863656-13837,2024-12-14,S0085,East,New York,InStore,LocalCoop,1863656,9,Cash,B00178,SKU-B00178-YD1E,Bakery,4,0,0,9.1,1,Cupcake,Chocolate,8,9.49,6.4,0,0,In-store baked,5,201,10,2,9.49,37.96,25.6,12.36
T1865049-13838,2024-08-23,S0028,South,Dallas,Delivery,VendorC,1865049,7,Debit,B00027,SKU-B00027-CVOU,Bakery,2,0,0,6.9,0,Sourdough Loaf,Chocolate,1,7.87,4.5,0,0,In-store baked,6,143,9,0,7.87,15.74,9.0,6.74
T1157306-13839,2024-09-15,S0089,East,Pittsburgh,Online,LocalCoop,1157306,8,Cash,B00208,SKU-B00208-MY9Y,Bakery,5,1,30,30.3,1,Cinnamon Roll,Blueberry,2,2.44,1.41,0,1,In-store baked,1,215,8,0,1.71,8.55,7.05,1.5
